Age,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,AgeGroup
48,Research & Development,6,Bachelor,Life Sciences,1,Low,Male,Medium,Healthcare Representative,High,4240,Excellent,Very High,Better,No,46-55
48,Research & Development,4,Master,Life Sciences,1,High,Male,Medium,Healthcare Representative,High,10999,Excellent,Medium,Better,No,46-55
41,Research & Development,7,College,Medical,1,High,Female,High,Manufacturing Director,High,5003,Excellent,Medium,Better,No,36-45
39,Research & Development,1,Below College,Life Sciences,1,High,Female,Medium,Manufacturing Director,Very High,12742,Excellent,High,Better,No,36-45
27,Research & Development,2,Master,Life Sciences,1,Low,Female,High,Manufacturing Director,Very High,4227,Excellent,Medium,Better,No,26-35
35,Research & Development,10,Bachelor,Other,1,Medium,Male,High,Laboratory Technician,Very High,3917,Outstanding,Low,Good,No,36-45
42,Sales,5,College,Marketing,1,High,Male,High,Manager,High,18303,Excellent,Medium,Best,No,36-45
50,Research & Development,9,Bachelor,Life Sciences,1,Low,Male,High,Laboratory Technician,Very High,2380,Excellent,Medium,Better,No,46-55
59,Research & Development,2,Bachelor,Life Sciences,1,High,Female,Medium,Manufacturing Director,Very High,13726,Excellent,Low,Better,No,56-65
37,Research & Development,11,College,Medical,1,Low,Female,Low,Healthcare Representative,Medium,4777,Excellent,Low,Bad,Yes,36-45
55,Research & Development,18,Master,Medical,1,High,Male,High,Healthcare Representative,Medium,6385,Excellent,Very High,Better,No,56-65
41,Research & Development,7,Below College,Life Sciences,1,Medium,Female,Low,Research Director,High,19973,Outstanding,Medium,Better,No,36-45
38,Sales,3,Master,Life Sciences,1,Medium,Male,High,Sales Executive,Very High,6861,Excellent,High,Better,No,36-45
26,Sales,29,College,Medical,1,Medium,Male,Low,Sales Executive,Low,4969,Excellent,Very High,Better,Yes,26-35
52,Sales,2,Below College,Marketing,1,Low,Female,Low,Manager,Very High,19845,Excellent,Very High,Better,Yes,46-55
44,Sales,28,Bachelor,Medical,1,High,Female,Very High,Sales Executive,Very High,13320,Excellent,High,Better,No,36-45
50,Sales,1,Bachelor,Life Sciences,1,High,Female,High,Sales Executive,High,6347,Excellent,Low,Better,No,46-55
36,Research & Development,16,Master,Life Sciences,1,High,Female,Very High,Laboratory Technician,Low,2743,Excellent,High,Better,Yes,36-45
39,Research & Development,22,Bachelor,Medical,1,High,Female,High,Manufacturing Director,Low,10880,Excellent,High,Better,No,36-45
33,Sales,8,Below College,Life Sciences,1,Medium,Female,Medium,Sales Representative,Very High,2342,Excellent,Very High,Good,No,26-35
45,Sales,11,College,Life Sciences,1,High,Female,High,Manager,Very High,17650,Excellent,Medium,Best,No,46-55
32,Research & Development,29,Master,Medical,1,High,Female,High,Laboratory Technician,High,4025,Excellent,Medium,Better,No,26-35
34,Sales,1,Master,Marketing,1,Medium,Male,Very High,Sales Executive,Very High,9725,Excellent,Very High,Good,No,26-35
59,Sales,1,College,Technical Degree,1,Medium,Male,High,Manager,Very High,11904,Excellent,High,Bad,No,56-65
45,Human Resources,24,Master,Medical,1,Medium,Male,High,Human Resources,Medium,2177,Excellent,Low,Better,No,46-55
53,Sales,2,Bachelor,Marketing,1,High,Female,Medium,Sales Executive,Medium,7525,Excellent,Low,Better,No,46-55
36,Research & Development,15,Bachelor,Other,1,Low,Male,High,Laboratory Technician,High,4834,Excellent,Medium,Good,Yes,36-45
26,Research & Development,2,Bachelor,Life Sciences,1,Low,Male,High,Research Scientist,Low,2042,Excellent,Medium,Better,Yes,26-35
34,Sales,10,Master,Life Sciences,1,High,Female,High,Sales Representative,High,2220,Excellent,Very High,Better,No,26-35
28,Sales,10,Below College,Medical,1,High,Male,High,Sales Representative,Medium,1052,Outstanding,Medium,Better,No,26-35
38,Research & Development,3,Master,Other,1,High,Male,High,Research Scientist,High,2821,Excellent,Low,Better,No,36-45
50,Research & Development,2,Master,Medical,1,Medium,Male,High,Research Director,High,19237,Excellent,Very High,Good,No,46-55
37,Research & Development,3,Bachelor,Other,1,High,Female,High,Healthcare Representative,Medium,4107,Excellent,Low,Good,No,36-45
40,Sales,26,Bachelor,Marketing,1,High,Male,High,Sales Executive,Low,8396,Excellent,Medium,Good,No,36-45
26,Research & Development,1,Below College,Medical,1,Low,Female,Medium,Research Scientist,High,2007,Excellent,High,Better,No,26-35
46,Research & Development,1,Master,Medical,1,High,Male,High,Research Director,Very High,19627,Excellent,Very High,Better,No,46-55
54,Sales,2,Master,Life Sciences,1,High,Female,Medium,Sales Executive,High,10686,Excellent,Medium,Better,No,46-55
56,Research & Development,9,Bachelor,Medical,1,Low,Female,High,Research Scientist,High,2942,Excellent,Medium,Better,No,56-65
36,Research & Development,12,Doctor,Medical,1,High,Female,Medium,Manufacturing Director,Very High,8858,Excellent,Medium,Good,No,36-45
55,Research & Development,2,Below College,Medical,1,High,Male,Medium,Manager,Low,16756,Excellent,Medium,Best,No,56-65
43,Sales,25,Bachelor,Medical,1,High,Male,Medium,Sales Executive,Very High,10798,Excellent,High,Better,No,36-45
20,Sales,9,Bachelor,Marketing,1,High,Female,High,Sales Representative,Very High,2323,Excellent,Medium,Better,Yes,18-25
21,Research & Development,10,Bachelor,Life Sciences,1,High,Female,Medium,Laboratory Technician,Low,1416,Excellent,Low,Good,Yes,18-25
46,Research & Development,8,Master,Life Sciences,1,High,Female,Medium,Research Scientist,Low,4615,Outstanding,Low,Better,No,46-55
51,Research & Development,4,Master,Life Sciences,1,Low,Male,High,Research Scientist,High,2461,Excellent,High,Best,Yes,46-55
28,Research & Development,24,College,Technical Degree,1,Medium,Male,Medium,Healthcare Representative,Low,8722,Excellent,Low,Good,Yes,26-35
26,Research & Development,1,College,Medical,1,Low,Male,Medium,Laboratory Technician,Low,3955,Excellent,Low,Better,No,26-35
30,Research & Development,20,Bachelor,Other,1,High,Male,High,Manufacturing Director,Low,9957,Excellent,High,Good,No,26-35
41,Research & Development,7,College,Technical Degree,1,Medium,Female,Very High,Research Scientist,High,3376,Excellent,High,Better,No,36-45
38,Research & Development,17,Below College,Life Sciences,1,High,Female,Medium,Healthcare Representative,High,8823,Excellent,Low,Good,No,36-45
40,Research & Development,20,Master,Technical Degree,1,Low,Male,High,Healthcare Representative,Very High,10322,Outstanding,Very High,Better,No,36-45
27,Research & Development,8,Doctor,Life Sciences,1,Low,Male,Low,Laboratory Technician,High,4621,Excellent,Very High,Better,No,26-35
55,Research & Development,2,Below College,Life Sciences,1,High,Male,High,Manufacturing Director,Medium,10976,Excellent,Medium,Better,No,56-65
28,Research & Development,10,Bachelor,Other,1,High,Female,High,Research Scientist,High,3660,Excellent,Very High,Best,No,26-35
44,Human Resources,1,College,Medical,1,Medium,Male,Medium,Human Resources,Low,10482,Excellent,Very High,Better,Yes,36-45
33,Research & Development,5,Bachelor,Life Sciences,1,High,Male,Medium,Healthcare Representative,Very High,7119,Excellent,High,Better,No,26-35
35,Sales,4,Bachelor,Technical Degree,1,High,Male,High,Sales Executive,Low,9582,Outstanding,Low,Better,Yes,36-45
33,Research & Development,29,Master,Medical,1,Low,Female,Medium,Research Scientist,High,4508,Outstanding,Medium,Better,Yes,26-35
28,Research & Development,15,College,Life Sciences,1,Low,Male,High,Laboratory Technician,High,2207,Excellent,Very High,Good,No,26-35
34,Research & Development,3,Below College,Life Sciences,1,Low,Male,High,Healthcare Representative,Very High,7756,Excellent,High,Good,No,26-35
37,Sales,10,Master,Life Sciences,1,High,Female,Medium,Sales Executive,Very High,6694,Excellent,High,Better,No,36-45
25,Research & Development,4,Below College,Technical Degree,1,High,Male,High,Laboratory Technician,Very High,3691,Excellent,Medium,Best,Yes,26-35
26,Research & Development,21,Bachelor,Medical,1,Low,Male,High,Laboratory Technician,High,2377,Outstanding,High,Good,Yes,26-35
33,Research & Development,25,Bachelor,Medical,1,Low,Male,Medium,Research Scientist,Medium,2313,Outstanding,Medium,Better,Yes,26-35
42,Research & Development,2,College,Medical,1,High,Male,High,Manager,Low,17665,Excellent,Very High,Better,No,36-45
28,Research & Development,1,Bachelor,Medical,1,Low,Male,Medium,Laboratory Technician,Medium,2596,Excellent,Low,Better,Yes,26-35
50,Sales,1,Master,Other,1,High,Male,High,Sales Executive,High,4728,Excellent,Very High,Better,Yes,46-55
33,Sales,7,Bachelor,Life Sciences,1,High,Female,High,Sales Executive,Medium,4302,Excellent,High,Better,No,26-35
34,Research & Development,3,Master,Life Sciences,1,High,Male,Medium,Research Scientist,Very High,2979,Excellent,Very High,Better,No,26-35
48,Research & Development,1,Master,Medical,1,Low,Male,Very High,Manager,Very High,16885,Outstanding,High,Good,No,46-55
45,Sales,9,Master,Life Sciences,1,Medium,Female,Medium,Sales Executive,High,5593,Excellent,Very High,Better,No,46-55
52,Research & Development,7,Master,Life Sciences,1,Medium,Male,High,Healthcare Representative,Medium,10445,Excellent,Very High,Better,No,46-55
38,Sales,10,Master,Marketing,1,High,Male,Medium,Sales Executive,High,8740,Excellent,Medium,Better,No,36-45
29,Research & Development,28,Master,Life Sciences,1,High,Female,High,Research Scientist,Very High,2514,Outstanding,Low,Better,No,26-35
28,Research & Development,3,Bachelor,Medical,1,High,Female,High,Manufacturing Director,Medium,7655,Excellent,Medium,Good,No,26-35
46,Sales,3,Below College,Marketing,1,Low,Male,High,Manager,High,17465,Excellent,Very High,Better,No,46-55
38,Sales,2,College,Marketing,1,High,Male,High,Sales Executive,Medium,7351,Excellent,High,Better,No,36-45
43,Research & Development,27,Bachelor,Life Sciences,1,High,Female,High,Manufacturing Director,Low,10820,Excellent,High,Better,No,36-45
39,Research & Development,2,Bachelor,Life Sciences,1,Low,Male,High,Healthcare Representative,Very High,12169,Excellent,Very High,Better,Yes,36-45
40,Research & Development,14,Bachelor,Medical,1,High,Male,Medium,Research Director,High,19626,Excellent,Low,Best,No,36-45
21,Research & Development,1,Below College,Technical Degree,1,High,Female,Medium,Research Scientist,Medium,2070,Excellent,High,Best,No,18-25
39,Research & Development,9,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,Medium,6782,Excellent,High,Good,No,36-45
36,Research & Development,18,Master,Life Sciences,1,Low,Male,High,Manufacturing Director,Very High,7779,Outstanding,Low,Better,No,36-45
31,Sales,20,Bachelor,Life Sciences,1,High,Male,Very High,Sales Representative,Very High,2791,Excellent,Low,Better,No,26-35
28,Research & Development,2,Below College,Life Sciences,1,Low,Male,Medium,Research Scientist,Medium,3201,Excellent,Low,Bad,No,26-35
35,Sales,11,College,Marketing,1,High,Male,High,Sales Executive,Very High,4968,Excellent,Very High,Better,No,36-45
49,Sales,8,Master,Technical Degree,1,High,Male,Medium,Sales Executive,Medium,13120,Excellent,Medium,Better,No,46-55
34,Research & Development,2,College,Life Sciences,1,High,Male,High,Manufacturing Director,High,4033,Excellent,Very High,Good,No,26-35
29,Research & Development,10,Bachelor,Life Sciences,1,High,Female,High,Research Scientist,Medium,3291,Excellent,Very High,Good,No,26-35
42,Research & Development,29,Bachelor,Medical,1,Medium,Male,Low,Laboratory Technician,Very High,4272,Excellent,Low,Better,No,36-45
29,Research & Development,8,Below College,Medical,1,Medium,Male,Medium,Manufacturing Director,Very High,5056,Excellent,High,Good,No,26-35
38,Human Resources,1,Bachelor,Human Resources,1,High,Male,Very High,Human Resources,High,2844,Excellent,Very High,Best,No,36-45
28,Research & Development,6,Bachelor,Life Sciences,1,High,Male,Medium,Research Scientist,High,2703,Excellent,Very High,Better,No,26-35
18,Research & Development,8,Below College,Medical,1,High,Male,High,Laboratory Technician,High,1904,Excellent,Very High,Better,Yes,18-25
33,Sales,9,Master,Marketing,1,Low,Female,High,Sales Executive,Low,8224,Excellent,Low,Better,Yes,26-35
41,Research & Development,12,Master,Life Sciences,1,Medium,Male,High,Laboratory Technician,Very High,4766,Excellent,Low,Better,No,36-45
31,Research & Development,15,Bachelor,Medical,1,High,Male,High,Laboratory Technician,High,2610,Excellent,High,Good,Yes,26-35
37,Research & Development,25,College,Medical,1,High,Female,Medium,Healthcare Representative,Very High,5731,Excellent,High,Better,No,36-45
27,Research & Development,6,Bachelor,Life Sciences,1,High,Male,Medium,Research Scientist,High,2539,Excellent,High,Better,No,26-35
34,Sales,9,Below College,Life Sciences,1,Medium,Female,High,Sales Executive,High,5714,Outstanding,Low,Good,No,26-35
35,Human Resources,8,Master,Technical Degree,1,High,Male,High,Human Resources,High,4323,Excellent,Medium,Bad,No,36-45
29,Sales,23,Below College,Life Sciences,1,High,Female,Medium,Sales Executive,Low,7336,Excellent,Low,Bad,Yes,26-35
40,Research & Development,9,Master,Medical,1,Medium,Female,High,Research Director,High,13499,Excellent,High,Good,No,36-45
42,Sales,12,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Low,13758,Excellent,Medium,Good,Yes,36-45
42,Sales,4,Master,Marketing,1,Medium,Male,High,Sales Executive,Low,5155,Excellent,Very High,Best,No,36-45
35,Research & Development,1,Master,Medical,1,High,Male,Medium,Laboratory Technician,High,2258,Excellent,Medium,Better,No,36-45
24,Research & Development,24,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Medium,3597,Outstanding,Very High,Better,No,18-25
28,Research & Development,12,Below College,Life Sciences,1,High,Female,High,Laboratory Technician,Very High,2515,Excellent,Very High,Good,Yes,26-35
26,Research & Development,3,Master,Medical,1,Low,Male,Very High,Laboratory Technician,Very High,4420,Outstanding,Medium,Better,No,26-35
30,Sales,10,Bachelor,Marketing,1,High,Male,Medium,Sales Executive,High,6578,Excellent,Low,Better,No,26-35
40,Research & Development,26,College,Medical,1,High,Female,Medium,Research Scientist,Very High,4422,Excellent,Very High,Bad,No,36-45
35,Research & Development,2,Bachelor,Life Sciences,1,High,Male,Medium,Manufacturing Director,Medium,10274,Excellent,Medium,Best,No,36-45
34,Research & Development,1,Bachelor,Medical,1,High,Male,Medium,Healthcare Representative,Low,5343,Outstanding,High,Better,No,26-35
35,Research & Development,4,Master,Other,1,High,Male,Medium,Laboratory Technician,Very High,2376,Excellent,Medium,Best,No,36-45
43,Sales,9,Bachelor,Marketing,1,Low,Female,Low,Sales Executive,High,5346,Excellent,Medium,Good,Yes,36-45
32,Sales,2,Below College,Life Sciences,1,High,Female,High,Sales Representative,Low,2827,Excellent,High,Better,No,26-35
56,Research & Development,4,Master,Technical Degree,1,High,Female,High,Manager,Low,19943,Excellent,Very High,Better,No,56-65
29,Research & Development,6,Below College,Medical,1,Medium,Female,High,Laboratory Technician,Very High,3131,Excellent,Low,Better,No,26-35
19,Research & Development,9,College,Life Sciences,1,High,Male,High,Research Scientist,Low,2552,Outstanding,High,Better,No,18-25
45,Research & Development,7,Bachelor,Medical,1,Low,Female,High,Research Scientist,High,4477,Excellent,High,Good,No,46-55
37,Research & Development,1,Bachelor,Life Sciences,1,High,Female,Medium,Manufacturing Director,Very High,6474,Excellent,Medium,Good,No,36-45
20,Research & Development,3,Bachelor,Life Sciences,1,Low,Male,Medium,Laboratory Technician,High,3033,Excellent,Low,Good,No,18-25
44,Research & Development,10,Master,Life Sciences,1,High,Male,High,Research Scientist,High,2936,Excellent,High,Better,Yes,36-45
53,Research & Development,7,College,Medical,1,High,Female,High,Manager,High,18606,Excellent,Medium,Better,No,46-55
29,Research & Development,15,Below College,Life Sciences,1,Medium,Female,Low,Research Scientist,Very High,2168,Excellent,Low,Good,No,26-35
22,Research & Development,3,Master,Life Sciences,1,High,Male,Medium,Research Scientist,Very High,2853,Excellent,Medium,Better,Yes,18-25
46,Sales,2,Bachelor,Marketing,1,High,Female,High,Manager,Low,17048,Outstanding,Low,Better,No,46-55
44,Research & Development,17,Bachelor,Life Sciences,1,High,Male,Low,Research Scientist,High,2290,Excellent,Very High,Better,No,36-45
33,Human Resources,2,Bachelor,Human Resources,1,Medium,Male,High,Human Resources,High,3600,Excellent,Very High,Better,No,26-35
41,Research & Development,5,College,Life Sciences,1,Low,Male,Medium,Research Scientist,Low,2107,Excellent,Low,Bad,Yes,36-45
30,Sales,29,Master,Life Sciences,1,High,Male,High,Sales Executive,Low,4115,Excellent,High,Better,No,26-35
40,Sales,2,Master,Medical,1,Medium,Male,High,Sales Executive,Medium,4327,Excellent,Very High,Better,No,36-45
50,Research & Development,2,Bachelor,Medical,1,High,Female,High,Manager,Low,17856,Outstanding,High,Better,No,46-55
28,Research & Development,19,Master,Medical,1,High,Male,Medium,Laboratory Technician,Low,3196,Excellent,High,Better,No,26-35
46,Research & Development,15,College,Life Sciences,1,High,Male,High,Research Director,Medium,19081,Excellent,Low,Better,No,46-55
35,Sales,17,Master,Life Sciences,1,High,Male,High,Sales Executive,Low,8966,Excellent,Very High,Better,No,36-45
24,Research & Development,17,College,Life Sciences,1,High,Female,High,Laboratory Technician,Medium,2210,Excellent,Low,Bad,Yes,18-25
33,Sales,25,Bachelor,Medical,1,Medium,Female,High,Sales Executive,High,4539,Excellent,Low,Good,No,26-35
36,Research & Development,6,Master,Life Sciences,1,High,Male,Low,Laboratory Technician,High,2741,Excellent,High,Better,No,36-45
30,Research & Development,7,Master,Life Sciences,1,High,Male,High,Laboratory Technician,High,3491,Excellent,Low,Good,No,26-35
44,Research & Development,29,Master,Other,1,High,Male,High,Research Scientist,Very High,4541,Outstanding,Medium,Better,No,36-45
20,Sales,21,Bachelor,Marketing,1,High,Male,Very High,Sales Representative,Very High,2678,Excellent,Very High,Better,No,18-25
46,Research & Development,2,Master,Technical Degree,1,High,Male,High,Manufacturing Director,Very High,7379,Excellent,High,Good,No,46-55
42,Human Resources,2,Doctor,Medical,1,High,Male,Very High,Human Resources,Low,6272,Excellent,Low,Best,No,36-45
60,Sales,7,Master,Marketing,1,Medium,Male,Very High,Sales Executive,Very High,5220,Excellent,Medium,Better,No,56-65
32,Research & Development,13,Bachelor,Other,1,High,Female,Medium,Laboratory Technician,Medium,2743,Outstanding,High,Better,No,26-35
32,Research & Development,2,College,Life Sciences,1,High,Female,High,Research Scientist,High,4998,Excellent,Very High,Better,No,26-35
36,Research & Development,1,Bachelor,Technical Degree,1,High,Female,Low,Manufacturing Director,Low,10252,Outstanding,High,Better,No,36-45
33,Research & Development,9,Bachelor,Medical,1,Low,Male,High,Research Scientist,Very High,2781,Excellent,Medium,Better,No,26-35
40,Sales,10,Bachelor,Technical Degree,1,Medium,Female,Medium,Sales Executive,Medium,6852,Excellent,Medium,Best,No,36-45
25,Sales,10,Master,Life Sciences,1,High,Male,High,Sales Executive,Very High,4950,Excellent,Medium,Better,No,26-35
30,Research & Development,1,Bachelor,Medical,1,High,Male,High,Research Scientist,Medium,3579,Outstanding,Low,Better,No,26-35
42,Research & Development,26,Doctor,Medical,1,Low,Female,High,Research Director,Low,13191,Excellent,High,Better,No,36-45
35,Sales,8,College,Marketing,1,High,Female,Medium,Sales Executive,Very High,10377,Excellent,Medium,Good,No,36-45
27,Research & Development,14,Bachelor,Life Sciences,1,Low,Male,High,Research Scientist,Low,2235,Excellent,Very High,Good,No,26-35
54,Research & Development,1,Master,Life Sciences,1,High,Female,High,Manufacturing Director,High,10502,Excellent,Low,Bad,No,46-55
44,Research & Development,2,Below College,Life Sciences,1,Low,Female,Very High,Research Scientist,Very High,2011,Excellent,Very High,Better,No,36-45
19,Research & Development,10,Bachelor,Medical,1,Low,Female,Medium,Research Scientist,Medium,1859,Outstanding,Medium,Best,Yes,18-25
29,Research & Development,1,Bachelor,Life Sciences,1,Low,Female,High,Research Scientist,Very High,3760,Excellent,Low,Better,No,26-35
54,Research & Development,3,Bachelor,Life Sciences,1,High,Male,High,Research Director,Very High,17779,Excellent,Low,Better,No,46-55
31,Research & Development,11,College,Medical,1,High,Male,High,Healthcare Representative,Low,6833,Excellent,Very High,Good,No,26-35
31,Research & Development,24,Bachelor,Medical,1,High,Female,Medium,Healthcare Representative,Low,6812,Excellent,Medium,Better,No,26-35
59,Sales,3,Bachelor,Life Sciences,1,High,Female,Medium,Sales Executive,Very High,5171,Excellent,Very High,Better,No,56-65
43,Research & Development,3,Bachelor,Life Sciences,1,High,Male,Low,Research Director,Very High,19740,Excellent,Medium,Better,No,36-45
49,Research & Development,4,College,Medical,1,Low,Male,Medium,Manager,High,18711,Excellent,High,Best,No,46-55
36,Research & Development,3,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,Medium,3692,Excellent,High,Good,No,36-45
48,Research & Development,2,College,Technical Degree,1,High,Male,Very High,Laboratory Technician,Medium,2559,Excellent,High,Good,No,46-55
27,Research & Development,4,College,Life Sciences,1,Low,Male,High,Research Scientist,High,2517,Excellent,Medium,Better,No,26-35
29,Research & Development,7,Bachelor,Life Sciences,1,High,Male,High,Healthcare Representative,Very High,6623,Excellent,Medium,Better,No,26-35
48,Research & Development,1,Bachelor,Life Sciences,1,High,Male,Medium,Research Director,Very High,18265,Excellent,High,Best,No,46-55
29,Research & Development,1,Bachelor,Life Sciences,1,High,Female,Medium,Research Director,Very High,16124,Excellent,Medium,Good,No,26-35
34,Research & Development,20,Bachelor,Technical Degree,1,High,Female,Very High,Research Scientist,High,2585,Excellent,Very High,Good,No,26-35
44,Sales,5,Bachelor,Marketing,1,Medium,Male,High,Manager,Medium,18213,Excellent,High,Better,No,36-45
33,Sales,10,Doctor,Marketing,1,High,Male,Very High,Sales Executive,High,8380,Excellent,Very High,Better,No,26-35
19,Research & Development,25,Bachelor,Life Sciences,1,Medium,Female,Very High,Research Scientist,Very High,2994,Excellent,Very High,Better,No,18-25
23,Research & Development,1,College,Life Sciences,1,High,Male,High,Research Scientist,High,1223,Outstanding,Very High,Better,No,18-25
25,Sales,24,Below College,Life Sciences,1,High,Male,Low,Sales Representative,Very High,1118,Excellent,Very High,Better,Yes,26-35
26,Research & Development,4,College,Life Sciences,1,High,Male,High,Research Scientist,Very High,2875,Outstanding,Medium,Good,No,26-35
45,Sales,2,Bachelor,Marketing,1,Low,Female,Low,Manager,Medium,18824,Excellent,Low,Better,Yes,46-55
55,Research & Development,8,Below College,Medical,1,High,Male,Medium,Healthcare Representative,Medium,13577,Excellent,Very High,Better,No,56-65
21,Research & Development,10,College,Life Sciences,1,Low,Female,Medium,Laboratory Technician,High,2625,Outstanding,High,Bad,Yes,18-25
46,Sales,4,College,Marketing,1,High,Female,Medium,Manager,Medium,18789,Excellent,High,Better,No,46-55
34,Sales,2,Bachelor,Marketing,1,High,Female,High,Sales Executive,Low,4538,Excellent,Very High,Better,No,26-35
51,Sales,9,Bachelor,Life Sciences,1,High,Male,High,Manager,Medium,19847,Outstanding,Low,Good,No,46-55
59,Research & Development,18,Master,Medical,1,High,Male,High,Manufacturing Director,Very High,10512,Excellent,Very High,Good,No,56-65
34,Research & Development,19,Bachelor,Medical,1,High,Female,High,Laboratory Technician,Medium,4444,Excellent,High,Best,No,26-35
28,Research & Development,1,Master,Medical,1,High,Male,High,Laboratory Technician,High,2154,Excellent,High,Good,No,26-35
44,Research & Development,4,College,Life Sciences,1,High,Male,Very High,Manager,Low,19190,Excellent,Very High,Good,No,36-45
34,Human Resources,11,Bachelor,Life Sciences,1,High,Male,Medium,Human Resources,Medium,4490,Excellent,Very High,Best,No,26-35
35,Research & Development,6,Below College,Life Sciences,1,High,Male,High,Research Scientist,High,3506,Excellent,Very High,Better,No,36-45
42,Research & Development,7,Master,Medical,1,Medium,Female,Very High,Research Scientist,Medium,2372,Excellent,Very High,Better,No,36-45
43,Sales,4,Master,Marketing,1,High,Female,Medium,Sales Executive,Very High,10231,Excellent,Very High,Best,No,36-45
36,Research & Development,2,Master,Life Sciences,1,High,Female,High,Manufacturing Director,Medium,5410,Excellent,Very High,Better,No,36-45
44,Research & Development,15,Bachelor,Medical,1,Low,Female,High,Healthcare Representative,Very High,7978,Excellent,Very High,Better,Yes,36-45
28,Research & Development,2,Bachelor,Life Sciences,1,High,Male,Medium,Laboratory Technician,Very High,3867,Excellent,Medium,Better,No,26-35
51,Research & Development,6,College,Medical,1,Medium,Female,Medium,Laboratory Technician,High,2838,Excellent,Medium,Good,No,46-55
30,Research & Development,9,College,Medical,1,High,Female,High,Manufacturing Director,High,4695,Excellent,High,Better,No,26-35
29,Research & Development,7,Bachelor,Technical Degree,1,Medium,Female,High,Laboratory Technician,High,3339,Excellent,Low,Better,Yes,26-35
28,Research & Development,1,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,Low,2080,Excellent,Medium,Good,No,26-35
25,Research & Development,1,Bachelor,Medical,1,High,Female,High,Research Scientist,Medium,2096,Excellent,Very High,Good,No,26-35
32,Sales,8,Bachelor,Medical,1,High,Male,Very High,Sales Executive,Very High,6209,Excellent,High,Best,No,26-35
45,Research & Development,25,Bachelor,Medical,1,Medium,Female,High,Manager,Medium,18061,Outstanding,High,Better,No,46-55
39,Research & Development,13,Master,Medical,1,High,Female,Medium,Manager,Medium,17123,Excellent,Very High,Better,No,36-45
58,Research & Development,23,Master,Life Sciences,1,Low,Male,High,Research Scientist,High,2372,Excellent,Very High,Better,No,56-65
32,Research & Development,7,College,Life Sciences,1,High,Male,High,Laboratory Technician,High,4883,Excellent,Low,Better,Yes,26-35
39,Research & Development,23,Bachelor,Medical,1,High,Male,High,Research Scientist,Low,3904,Excellent,Low,Better,Yes,36-45
30,Research & Development,6,Bachelor,Technical Degree,1,Low,Female,Medium,Laboratory Technician,Very High,4627,Excellent,Low,Better,No,26-35
36,Research & Development,10,Master,Technical Degree,1,High,Female,High,Healthcare Representative,High,7094,Excellent,Low,Better,No,36-45
46,Human Resources,1,College,Life Sciences,1,High,Female,High,Human Resources,Low,3423,Excellent,High,Best,No,46-55
28,Research & Development,1,Bachelor,Life Sciences,1,High,Female,Low,Laboratory Technician,Very High,6674,Excellent,Low,Better,No,26-35
50,Research & Development,28,Bachelor,Life Sciences,1,High,Female,High,Research Director,Low,16880,Excellent,Medium,Better,No,46-55
40,Sales,25,Master,Marketing,1,High,Male,Medium,Sales Executive,Medium,9094,Excellent,High,Better,Yes,36-45
52,Sales,5,Bachelor,Life Sciences,1,Medium,Male,High,Sales Executive,Medium,8446,Excellent,High,Good,Yes,46-55
30,Research & Development,17,Master,Medical,1,Medium,Female,High,Manager,Low,11916,Outstanding,Very High,Better,No,26-35
39,Research & Development,18,College,Life Sciences,1,Low,Male,High,Manufacturing Director,High,4534,Excellent,Low,Better,No,36-45
31,Sales,2,Master,Life Sciences,1,High,Female,High,Sales Executive,High,9852,Excellent,Low,Good,No,26-35
41,Sales,10,College,Medical,1,High,Male,Low,Sales Executive,Medium,6151,Excellent,Low,Better,No,36-45
31,Sales,1,Bachelor,Life Sciences,1,High,Female,High,Sales Representative,Medium,2302,Excellent,Low,Best,Yes,26-35
44,Research & Development,3,Bachelor,Life Sciences,1,Low,Male,High,Laboratory Technician,Low,2362,Excellent,High,Best,Yes,36-45
42,Research & Development,2,Below College,Life Sciences,1,High,Male,High,Manager,High,17861,Excellent,Very High,Good,No,36-45
55,Research & Development,2,College,Medical,1,High,Female,Low,Manager,High,19187,Excellent,Very High,Better,No,56-65
56,Human Resources,8,Master,Life Sciences,1,High,Male,High,Manager,Medium,19717,Excellent,Low,Better,No,56-65
40,Research & Development,16,College,Life Sciences,1,High,Male,High,Research Scientist,High,3544,Excellent,Medium,Better,No,36-45
34,Research & Development,9,Bachelor,Life Sciences,1,High,Male,High,Healthcare Representative,Very High,8500,Excellent,Very High,Good,No,26-35
40,Research & Development,2,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Very High,4661,Excellent,High,Better,No,36-45
41,Sales,1,Bachelor,Marketing,1,High,Female,High,Sales Executive,Low,4103,Excellent,Very High,Better,No,36-45
35,Research & Development,4,Master,Life Sciences,1,High,Male,High,Research Scientist,High,4249,Excellent,Medium,Better,No,36-45
